o3_b011,o3_n043,o3_r001,o3_r012,o3_r701,o3_r710,o3_r801,o3_r811,o3_r831,o3_wol1
88.1875,82.0625,66.75,89.375,73.25,74.75,84.875,80.125,77.1875,69.8125
96.875,85.4375,81.0,95.4375,89.0625,93.4375,79.0,100.8125,97.125,85.75
95.4375,88.5625,84.3125,94.3125,92.25,91.625,87.375,89.4375,84.75,78.6875
84.3125,49.5625,69.25,87.8125,86.75,89.625,81.0625,94.1875,93.1875,60.4375
94.125,66.625,76.875,96.875,79.0,10.0,85.75,90.625,75.25,62.625
58.8125,54.75,48.5625,71.3125,54.4375,57.5625,52.25,70.5,50.0625,42.875
87.9375,63.375,75.75,93.25,75.6875,80.125,75.125,94.9375,86.6875,75.625
84.3125,69.5625,79.4375,88.4375,76.75,84.875,78.375,91.5,87.625,76.0
82.5,69.8125,73.25,81.5625,76.375,78.75,71.9375,89.9375,84.0625,73.875
69.125,53.8125,54.875,81.4375,61.375,67.5625,59.625,75.75,58.375,58.375
49.1875,28.3125,36.75,62.0,48.25,52.875,31.875,33.1875,40.875,30.25
68.6875,59.0,54.625,79.375,76.8125,74.4375,72.4375,66.4375,70.875,51.125
82.9375,77.875,76.0,90.6875,80.1875,77.6875,88.1875,101.4375,84.0,72.625
68.0625,65.875,53.75,71.9375,80.5625,81.75,74.375,81.3125,77.5,63.8125
85.75,79.6875,68.0625,89.6875,90.75,90.0,89.0,92.3125,88.875,73.9375
108.25,102.8125,94.0625,114.5625,97.75,98.25,101.0625,112.4375,98.125,90.6875
112.625,78.4375,102.1875,116.25,111.0625,112.875,90.9375,113.6875,104.125,90.3125
80.5625,51.5625,68.3125,84.1875,69.875,75.875,67.5,75.0625,77.1875,65.5
80.5625,62.0625,67.375,81.8125,76.125,81.125,71.375,82.0,77.3125,62.0625
65.5625,46.6875,57.625,68.3125,54.5,57.8125,56.125,53.9375,57.25,59.1875
83.0,63.625,66.8125,81.0625,77.0625,83.75,73.3125,83.0,83.875,65.1875
62.6875,60.625,62.875,71.6875,76.3125,79.6875,68.25,74.625,75.125,56.5625
81.875,70.375,71.9375,82.75,76.125,79.6875,70.9375,78.4375,77.625,68.6875
66.5,48.75,55.25,68.875,65.5,65.125,53.875,56.5625,65.4375,53.1875
76.5625,78.6875,62.0625,83.3125,83.5,83.3125,74.375,78.9375,84.4375,59.5
83.0625,76.3125,68.25,87.4375,84.0625,84.9375,81.0625,82.625,82.0,70.8125
78.0,72.125,58.9375,76.875,77.0625,81.625,72.5625,76.5625,76.3125,53.625
89.375,86.4375,65.9375,93.1875,79.5625,82.375,83.75,89.25,82.5,69.375
104.875,98.875,81.5625,107.0625,87.5625,96.0625,99.1875,104.25,97.0625,83.625
108.3125,94.625,91.5625,105.25,102.25,102.5625,97.875,108.4375,105.4375,86.9375
125.1875,88.9375,104.875,123.625,122.9375,124.3125,104.0,132.5,122.125,98.8125
101.0625,72.4375,88.0,103.0625,98.9375,101.0625,87.75,111.1875,107.5,85.5625
72.9375,54.1875,54.625,68.125,66.875,66.1875,52.1875,77.5625,71.5625,54.5625
89.6875,61.25,72.4375,88.9375,83.3125,86.75,68.875,91.6875,86.4375,65.5
85.0,59.125,71.1875,85.9375,78.0,82.5,33.0625,93.875,83.0,70.5
83.125,69.5625,73.625,84.6875,77.0,80.5625,,89.75,83.8125,74.75
92.125,77.1875,81.1875,96.0,89.6875,89.0,,102.5,92.1875,83.1875
45.125,41.0,28.875,53.875,68.75,64.375,47.25,52.1875,56.25,31.0625
53.5,37.5,43.625,54.9375,48.5625,58.4375,28.25,47.375,53.25,41.0
48.5,30.75,41.625,49.9375,33.9375,36.5625,30.0625,38.8125,38.8125,42.8125
83.0625,69.75,76.5,89.1875,81.25,81.625,44.0,71.4375,63.4375,65.8125
63.3125,56.875,45.25,65.5625,60.4375,59.875,57.875,65.9375,63.25,45.625
96.125,92.625,79.0625,100.25,16.625,95.75,92.875,100.875,98.875,84.0
123.0,114.5625,106.1875,126.125,,87.375,108.0625,101.4375,96.9375,100.9375
98.25,89.625,87.0,108.5,100.375,99.125,88.625,105.6875,96.6875,85.25
77.4375,42.4375,65.5625,68.9375,41.0,38.25,54.0625,51.3125,32.0625,56.1875
55.125,36.1875,46.375,54.6875,53.125,52.875,18.5625,,50.0,38.5625
71.0,45.875,59.5625,75.4375,52.0,57.4375,67.125,,64.625,55.6875
116.25,86.3125,89.1875,113.375,109.0,46.9375,80.625,,108.0625,80.875
107.25,85.0625,86.375,105.8125,79.8125,78.5,101.375,,109.5625,89.375
125.25,115.125,100.25,122.625,96.1875,97.6875,105.8125,,114.5625,97.0625
88.0625,72.75,69.625,89.625,70.0625,62.375,81.9375,,77.625,72.4375
64.875,36.75,57.5625,72.1875,62.75,59.75,44.375,,53.75,52.1875
80.9375,72.4375,67.0625,87.75,78.3125,76.375,71.0,,67.8125,62.625
100.25,92.125,79.125,104.5,85.625,89.25,93.25,92.8125,84.1875,78.5
93.5,88.3125,74.9375,97.75,86.375,83.875,89.125,94.0625,86.375,74.0
83.625,80.0625,66.625,86.8125,83.3125,83.875,87.0,88.4375,86.9375,70.75
88.125,84.4375,73.0625,91.1875,82.9375,82.875,90.8125,89.8125,88.8125,76.5
48.125,43.0,41.75,60.0625,51.25,50.875,50.5,51.625,46.875,43.1875
67.4375,58.625,50.5,65.0625,69.3125,71.25,67.75,70.9375,68.1875,53.6875
45.0,40.6875,33.5,52.0,38.0625,38.8125,38.4375,39.375,37.4375,35.6875
56.5,53.8125,44.5625,59.5625,59.875,60.125,46.9375,58.625,54.125,52.1875
52.5,43.9375,35.625,52.0,56.125,57.5625,47.75,54.5,52.4375,35.5
91.4375,75.75,73.3125,98.0625,98.0625,96.3125,89.75,96.375,92.875,84.8125
77.9375,75.375,65.75,83.25,71.4375,63.125,72.9375,77.8125,68.0,72.125
77.375,68.125,55.6875,78.375,71.125,72.9375,61.0,67.375,69.375,59.0625
73.375,63.5625,57.875,78.6875,70.875,70.0625,68.0,75.1875,72.3125,62.4375
71.8125,71.625,56.5625,77.75,80.0625,80.5,76.9375,81.0,76.625,61.375
96.8125,65.8125,72.375,107.5,104.125,105.5625,84.75,111.1875,90.875,88.875
76.625,47.25,66.625,81.5625,64.75,71.375,66.1875,77.0625,71.125,64.5625
51.25,39.625,42.75,51.4375,55.75,54.9375,44.5625,54.0,59.3125,35.5625
56.375,50.3125,50.6875,59.4375,81.5625,76.9375,77.75,80.75,84.1875,51.3125
72.4375,65.5,54.375,77.8125,77.625,76.75,72.5,79.6875,79.0,50.75
75.9375,68.8125,60.4375,79.5,75.25,75.3125,70.0625,78.9375,74.625,55.25
90.875,81.9375,72.625,93.25,87.1875,87.4375,82.4375,91.8125,86.1875,68.3125
122.3125,87.8125,109.375,126.25,112.25,118.5625,112.375,129.6875,131.125,105.625
101.375,69.5,92.25,107.6875,96.625,101.0625,94.25,117.1875,95.0625,91.9375
44.1875,40.875,47.5,57.125,57.0,51.25,35.0,47.0625,40.9375,50.9375
52.625,44.1875,48.0,56.5,54.9375,53.5625,53.0,58.4375,55.1875,46.4375
65.0,41.25,52.6875,71.1875,63.125,62.0,59.0625,64.625,57.4375,44.4375
57.4375,51.0625,45.5625,67.5625,71.0625,67.9375,53.9375,63.5,65.8125,40.875
60.0,55.875,46.875,60.625,67.1875,61.625,52.3125,65.3125,68.25,50.8125
54.3125,52.125,47.375,60.25,63.6875,59.875,73.9375,72.375,83.8125,46.625
43.3125,36.25,32.125,51.9375,52.875,48.4375,57.6875,51.9375,66.75,42.0625
44.625,32.875,41.0,47.875,35.625,36.75,48.25,55.8125,54.25,41.25
50.0625,34.375,43.625,52.625,44.5625,46.0625,38.1875,38.625,38.125,38.125
76.9375,53.75,64.8125,81.4375,70.3125,74.625,69.75,69.0625,62.25,65.375
48.0,26.1875,38.625,55.1875,36.0625,34.75,31.375,39.75,41.8125,37.6875
86.0625,57.6875,80.0,94.9375,79.375,82.875,92.8125,100.0625,91.4375,75.125
113.1875,101.25,93.625,117.1875,86.5,88.125,111.0625,131.375,128.125,83.875
147.9375,107.4375,116.375,137.625,151.8125,155.125,141.6875,170.5625,162.5,113.8125
117.875,92.375,95.0625,113.0,114.9375,109.625,96.125,134.25,128.8125,103.9375
84.375,74.0625,79.5,92.5625,71.3125,62.875,91.1875,96.875,84.9375,83.125
104.25,97.875,89.75,110.3125,103.375,101.25,97.0,111.6875,108.875,98.75
108.6875,96.5625,85.0,113.6875,78.5,77.625,105.5,96.75,94.75,85.5
127.5625,104.75,95.625,125.75,128.125,128.9375,87.5,124.1875,120.0,91.0625
107.125,94.8125,82.4375,111.8125,73.5,113.1875,102.8125,98.0625,96.9375,83.6875
93.1875,80.0625,74.25,93.5,92.5,94.4375,81.125,89.625,76.1875,70.8125
102.625,89.5,89.3125,111.25,84.5625,81.3125,108.75,83.0,79.1875,98.0
102.4375,84.25,93.0,107.8125,89.125,88.0,115.0,132.0625,99.9375,96.75
84.4375,62.3125,78.625,91.0625,67.8125,66.6875,72.125,71.375,71.5625,72.375
73.0625,58.4375,45.4375,67.875,73.25,77.125,82.75,82.25,73.75,45.25
68.4375,58.6875,54.875,74.0625,62.375,18.125,64.3125,62.8125,62.0,56.4375
94.75,63.3125,85.375,96.5,95.0625,95.4375,95.1875,103.75,100.5,81.875
124.0,101.1875,111.875,131.75,100.4375,103.4375,114.625,122.375,113.25,109.5625
88.0625,70.375,81.5625,87.5625,95.0,94.625,87.1875,97.0625,90.3125,80.75
70.4375,62.25,65.75,76.3125,78.9375,77.375,83.0,84.5625,81.1875,61.9375
71.25,60.0,62.8125,82.125,77.9375,76.875,72.75,75.6875,75.0,61.1875
83.0,58.8125,77.75,86.75,88.1875,84.6875,82.375,84.125,75.3125,71.8125
51.5625,38.0,53.125,57.3125,54.25,53.875,38.0625,55.875,46.3125,46.4375
75.4375,59.8125,65.875,82.9375,54.75,59.0625,53.875,51.875,47.9375,59.75
37.375,19.25,24.3125,35.5,41.0625,39.375,19.8125,44.4375,42.8125,24.0
72.8125,55.6875,66.625,74.9375,70.875,72.9375,69.6875,79.4375,78.125,65.5625
69.9375,58.75,63.6875,69.8125,70.5,71.4375,62.9375,72.25,67.9375,62.0625
59.6875,45.0,53.75,60.4375,60.3125,63.3125,56.625,63.4375,60.375,54.4375
58.9375,41.4375,52.5,62.1875,69.4375,71.625,53.3125,62.4375,61.875,51.4375
68.625,45.625,60.5,71.1875,63.6875,67.0625,59.8125,67.9375,67.9375,59.0625
45.0625,32.75,42.25,51.5,40.625,38.625,36.4375,42.375,50.625,40.5
62.0625,47.8125,56.9375,69.625,69.5625,61.5625,64.25,71.125,72.8125,51.9375
72.6875,58.0625,61.75,77.125,73.4375,74.625,75.9375,76.0,74.8125,61.6875
66.9375,55.75,61.0625,68.5625,62.6875,65.25,61.0625,65.75,63.9375,60.875
55.75,44.625,46.3125,58.4375,53.5625,54.0625,44.6875,51.75,49.0625,45.4375
64.8125,46.0625,52.25,67.5625,67.4375,68.8125,67.0,70.1875,69.875,52.5625
62.625,38.0625,55.875,63.4375,66.125,63.875,44.625,52.0625,52.125,51.0625
70.8125,47.875,59.4375,71.9375,68.125,70.9375,56.5,66.875,58.875,58.3125
51.625,32.1875,41.5625,55.25,44.1875,33.875,37.9375,47.3125,50.0,42.375
78.0,65.5625,66.1875,79.5625,77.9375,77.1875,77.8125,81.0,75.6875,66.4375
75.125,64.875,68.75,80.6875,76.5625,72.75,70.8125,69.3125,72.75,68.875
38.875,25.9375,29.8125,43.5625,34.1875,36.625,16.5625,32.0,25.3125,33.875
38.1875,19.8125,30.3125,40.4375,13.75,14.875,20.125,26.8125,30.375,33.75
44.75,30.875,34.125,43.75,50.125,47.75,42.0625,72.3125,71.625,34.625
38.0,21.6875,32.1875,43.4375,35.375,40.4375,23.9375,33.9375,33.0625,32.6875
66.25,42.0,57.0625,65.625,58.125,65.75,51.25,63.5,66.5,54.625
51.25,38.0,32.6875,52.0625,48.375,51.75,47.125,50.0625,56.0625,48.125
57.125,51.3125,43.375,60.9375,66.1875,63.375,60.3125,63.75,64.25,47.0625
71.5,39.3125,68.8125,78.5625,64.0625,66.5625,60.9375,64.5625,60.25,54.1875
76.375,67.6875,53.125,78.75,75.4375,71.0,66.9375,83.8125,72.9375,46.5625
76.5,62.0625,54.0625,71.75,75.625,75.0625,66.3125,77.4375,78.75,48.6875
76.625,49.8125,48.75,62.375,77.75,74.4375,42.375,75.5625,74.0,51.0625
77.5625,54.8125,69.1875,86.0625,42.0,41.0,58.25,61.3125,43.4375,27.1875
51.9375,43.75,38.75,60.75,49.5,70.625,56.25,73.75,73.75,39.75
89.875,78.8125,73.875,89.1875,,86.3125,98.5,87.1875,90.1875,77.75
63.8125,54.5,50.3125,70.625,,71.3125,54.0,74.875,71.0,46.9375
58.3125,51.25,43.125,64.5,,48.8125,52.0625,33.9375,23.75,41.3125
58.1875,50.5,35.6875,55.375,48.5,58.5625,48.0625,59.6875,53.0,31.6875
56.4375,41.125,37.5625,58.0625,32.8125,34.3125,58.9375,36.875,49.5625,36.75
75.3125,69.4375,57.375,80.5,76.4375,77.25,67.25,80.875,74.375,54.875
84.5,78.625,58.5,81.625,65.875,65.5625,79.625,75.1875,76.125,55.5
79.75,70.625,60.0,74.4375,74.8125,73.4375,65.5,73.3125,72.75,52.25
74.125,54.9375,48.125,77.5625,58.25,56.375,53.0,58.625,58.5625,32.25
75.0625,60.9375,52.125,78.5625,75.3125,73.8125,62.5,82.25,77.8125,52.875
105.8125,77.8125,70.125,101.3125,89.125,90.75,87.625,105.5625,63.9375,72.0
57.25,28.625,33.25,50.625,53.1875,55.8125,46.4375,74.125,53.625,37.0625
76.3125,39.75,62.5,74.4375,73.75,66.25,64.1875,72.3125,66.0,56.9375
64.75,61.0,49.125,72.6875,73.4375,69.0625,67.875,69.4375,69.75,54.1875
72.125,69.25,67.75,76.4375,77.5625,76.75,76.4375,77.9375,78.125,65.125
63.625,57.9375,46.375,67.625,64.875,64.1875,62.0625,69.25,67.75,47.5
52.375,28.25,42.9375,48.8125,62.5,53.25,46.125,51.4375,57.4375,28.75
36.125,16.1875,24.3125,35.5625,41.625,42.8125,28.375,36.125,49.1875,21.5625
50.75,26.75,37.5625,49.9375,49.0625,53.625,37.75,49.0625,51.125,32.9375
37.25,19.75,21.8125,42.625,24.875,28.8125,24.5,25.6875,24.9375,33.0625
40.375,33.8125,23.125,38.75,37.5,38.625,29.375,45.1875,32.6875,23.625
61.25,42.75,51.0625,60.9375,59.5,53.5,39.125,58.75,57.0,44.0625
33.75,13.3125,23.5,39.9375,24.9375,15.75,10.9375,14.8125,10.1875,26.3125
67.875,39.75,56.625,75.3125,52.5625,60.875,50.625,62.5,58.375,54.1875
61.375,31.875,51.25,62.375,47.0,57.0625,44.5625,53.875,52.1875,48.75
40.3125,20.5,23.3125,21.6875,3.9375,,8.5,12.6875,13.3125,9.6875
51.4375,20.3125,39.625,58.3125,7.3125,,33.125,49.625,39.875,31.75
70.5,57.6875,65.125,74.625,,,49.8125,67.875,68.25,54.875
37.6875,41.8125,39.6875,48.9375,,,48.0625,48.1875,50.75,34.75
18.0,27.875,30.4375,44.8125,,,19.8125,40.4375,32.5,32.6875
52.4375,34.0,40.3125,55.8125,,,45.9375,54.1875,57.4375,41.375
44.4375,31.1875,42.0,50.1875,,,25.6875,41.9375,32.0625,38.125
46.8125,29.125,39.4375,53.0625,,,37.375,47.5,41.6875,39.1875
48.125,25.25,36.75,49.25,,47.5,35.75,44.75,41.0,38.5625
13.0,5.75,7.9375,21.5625,,20.6875,4.5625,5.9375,17.75,7.625
33.4375,29.25,22.1875,30.875,,43.9375,34.8125,45.3125,47.4375,20.75
54.1875,35.0625,45.375,40.5625,57.75,53.6875,34.4375,49.125,33.375,45.0
45.3125,28.4375,35.4375,,32.3125,33.375,30.4375,31.8125,25.3125,40.25
40.5625,22.6875,33.6875,,38.25,42.1875,35.25,45.5625,35.3125,30.0625
45.875,23.4375,32.5625,,37.6875,50.0625,20.0625,43.125,42.875,30.8125
49.3125,26.5625,37.9375,,39.125,48.75,32.5,47.125,43.0625,37.0625
55.3125,34.9375,44.5625,,48.3125,56.25,35.0,52.75,44.75,40.3125
58.5,43.1875,45.4375,,58.8125,62.5,50.5625,58.1875,56.5,43.875
43.1875,22.0625,30.25,,43.4375,,43.5,48.0,46.375,35.9375
57.5625,46.75,45.0625,,58.125,61.125,,,53.9375,44.5
54.9375,42.625,40.4375,,57.75,57.9375,,,62.375,40.9375
24.0,13.25,16.625,,30.25,33.3125,,,26.4375,22.1875
37.1875,22.125,29.0,,31.1875,37.375,,,23.875,32.5625
30.5,17.375,19.5625,,49.4375,54.0,,33.4375,53.3125,22.4375
39.1875,30.1875,33.0625,,42.5625,44.9375,34.4375,34.1875,29.125,34.0625
37.9375,18.5625,31.25,36.1875,39.1875,42.1875,8.5,30.125,35.4375,21.6875
29.8125,18.5,24.125,32.0625,22.25,25.5625,16.6875,20.4375,12.5625,24.5
28.25,22.1875,4.5625,30.6875,20.625,19.6875,22.25,24.5,12.5,26.0625
16.1875,7.8125,11.875,26.875,6.0625,5.75,1.875,3.1875,3.1875,10.5
21.5,7.375,16.125,34.6875,23.25,25.125,8.0625,13.75,11.5,22.625
38.6875,24.375,32.8125,36.625,31.8125,32.5625,25.0,30.4375,22.9375,34.875
60.8125,49.1875,55.3125,,57.6875,59.6875,56.625,63.4375,51.9375,55.8125
61.3125,46.875,54.875,63.0625,62.125,61.8125,52.8125,59.0,,52.75
50.0,38.4375,20.5625,55.3125,51.0,38.6875,40.75,47.6875,,45.75
29.125,14.0625,2.1875,33.3125,25.25,33.25,13.4375,1.0,,25.1875
28.9375,18.3125,19.8125,32.25,20.3125,30.125,11.1875,14.3125,,19.625
44.0625,35.5,35.5,46.5,41.25,46.875,24.9375,36.0,,39.875
51.6875,36.25,41.625,54.4375,50.375,51.5625,44.9375,52.625,,39.875
45.4375,36.75,40.0,48.6875,40.6875,45.25,30.3125,43.0,,39.125
49.6875,34.1875,44.875,59.0625,44.5625,53.3125,39.25,53.125,,24.5
42.3125,24.375,23.5625,46.375,34.125,37.0625,16.6875,29.5,,26.3125
41.125,20.3125,23.75,49.6875,37.1875,44.4375,10.9375,16.8125,,34.25
27.0,12.875,17.125,31.375,24.8125,29.875,7.3125,19.125,,18.875
20.0625,9.125,12.5625,23.375,12.625,13.5625,7.75,12.75,,18.0
33.625,18.625,24.625,35.75,23.75,26.6875,15.875,19.75,,20.375
15.6875,4.0,13.0,24.0,3.75,4.375,2.5,9.9375,12.75,7.5625
43.3125,23.8125,30.5,38.75,21.875,32.4375,13.6875,39.5,29.4375,28.1875
2.1875,2.0,2.1875,4.1875,1.3125,1.1875,1.1875,3.125,2.75,2.0
4.0625,3.125,2.6875,3.875,3.25,2.0,1.0625,5.6875,5.6875,2.4375
2.25,4.0,2.3125,2.75,2.5,3.3125,2.125,5.25,4.75,2.1875
4.0,4.9375,3.6875,7.5,2.375,5.375,3.0,10.5,9.25,3.5625
14.375,8.8125,10.0625,18.8125,10.25,15.0,2.25,11.625,5.625,2.0
24.875,14.625,17.25,29.6875,26.3125,26.625,11.375,19.0,17.6875,
41.375,42.75,40.5,51.0,21.25,17.75,37.875,34.8125,25.5,9.8125
8.3125,9.875,5.25,13.375,8.9375,10.4375,8.1875,23.5625,18.0625,8.1875
5.5625,5.625,4.375,9.5,1.5625,1.0625,2.5625,,3.8125,6.375
2.5625,2.75,2.125,3.1875,1.0,1.0625,1.0,,1.1875,2.25
3.875,4.625,2.5625,6.9375,2.375,3.0,1.0,,2.6875,3.3125
6.875,7.9375,4.9375,8.0625,5.5625,7.1875,4.625,,7.75,5.6875
2.5625,3.3125,2.1875,3.125,1.375,1.0,1.3125,,1.6875,2.0
2.3125,4.375,2.0,2.4375,1.875,1.875,2.0625,1.75,5.0,2.0
2.0625,4.1875,2.0,2.0625,1.0,,1.0,1.0,1.0,2.0
10.25,9.4375,6.0,10.0625,15.3125,13.6875,5.4375,14.9375,18.8125,4.6875
2.0625,5.4375,2.0,2.0625,1.75,1.1875,1.3125,1.9375,2.9375,2.0
2.0,4.0625,2.0,2.3125,1.3125,1.0625,1.0,1.0,1.0,2.0
30.875,26.375,16.0,25.25,32.6875,35.375,32.875,37.625,33.8125,13.5
35.75,27.5,27.5625,41.5,30.875,34.625,23.625,33.0625,34.0,28.25
33.3125,13.6875,13.375,30.9375,22.75,23.6875,22.6875,26.0,26.5625,22.9375
16.1875,22.4375,19.75,26.0,38.75,41.875,26.0,31.8125,41.25,17.875
56.0,30.625,34.875,50.9375,35.625,45.875,32.0625,34.8125,40.9375,36.6875
60.125,37.4375,47.6875,58.6875,47.25,53.375,44.25,48.3125,48.875,46.3125
64.4375,51.3125,56.0,66.125,59.3125,62.25,56.4375,59.5,51.25,55.875
39.1875,20.5625,24.125,46.125,21.125,23.875,18.125,24.5625,30.8125,30.875
32.5625,22.25,25.875,41.625,21.0625,28.125,20.1875,28.9375,23.625,26.3125
41.9375,35.5625,32.5,41.1875,26.9375,28.5625,32.875,36.5625,25.125,30.3125
26.1875,11.125,9.6875,21.0625,8.6875,11.3125,13.125,11.875,15.4375,8.8125
44.375,21.9375,36.1875,51.625,40.0,44.9375,30.25,36.4375,22.3125,37.9375
56.8125,41.4375,44.0,53.9375,32.625,45.0,46.1875,51.4375,52.375,36.375
55.625,43.875,48.375,53.625,56.25,61.6875,53.0,56.6875,57.6875,43.75
65.5625,50.125,43.375,58.6875,54.875,62.6875,52.9375,47.875,52.375,41.0625
63.6875,50.5,52.375,63.0,47.375,52.75,31.0625,51.6875,44.8125,49.5625
68.625,56.25,61.0625,69.3125,61.375,64.1875,60.0,62.375,57.0,61.0
65.1875,33.4375,57.875,63.5,62.875,66.1875,60.4375,62.6875,62.0625,54.9375
57.875,50.0,40.875,52.375,60.3125,59.25,56.0,58.5625,51.9375,38.4375
53.5,37.3125,33.375,46.5,42.3125,50.625,45.25,48.75,54.9375,37.75
34.75,23.875,24.9375,35.4375,35.5625,38.5625,30.25,14.125,25.625,27.3125
50.0625,45.25,20.8125,24.9375,43.1875,46.5,43.9375,53.75,53.875,22.6875
42.875,43.3125,36.625,41.6875,45.6875,45.8125,37.75,41.375,47.0625,37.5625
16.125,12.5,7.4375,13.375,41.8125,42.0,13.0,34.4375,31.4375,7.75
15.5625,8.8125,5.0625,10.25,20.25,20.3125,12.5625,13.0,34.3125,4.125
26.0625,15.6875,15.8125,28.0,15.9375,15.3125,13.375,22.3125,25.4375,12.375
52.5625,42.1875,44.4375,57.375,46.3125,49.25,40.9375,46.25,32.25,45.5
54.875,43.625,45.1875,52.125,51.875,62.25,46.8125,49.5625,54.75,44.5625
39.0625,28.6875,30.25,46.25,41.3125,48.125,30.5625,35.625,26.75,36.125
28.125,13.0,8.625,22.875,19.6875,27.0625,32.3125,32.3125,37.25,9.625
23.9375,10.0625,16.1875,31.0625,20.5625,16.3125,8.8125,9.4375,12.8125,15.9375
11.0,8.3125,7.3125,13.625,15.5,21.0,4.625,5.375,4.125,7.4375
35.625,22.3125,26.125,39.4375,21.125,27.3125,19.625,28.625,17.0625,25.5
48.375,31.1875,29.0625,48.625,37.125,41.625,27.75,37.125,43.75,27.75
62.375,47.8125,54.9375,64.6875,53.5625,58.875,46.375,53.375,54.1875,53.3125
67.5625,56.8125,58.5,64.9375,60.5625,65.9375,59.3125,62.625,61.5625,54.25
67.3125,55.6875,51.375,65.375,58.8125,65.6875,62.0625,60.25,58.4375,51.875
66.8125,52.25,58.25,68.6875,50.3125,51.5,55.5,51.6875,48.875,56.5625
62.875,48.0,45.0,59.9375,58.8125,62.9375,47.4375,56.0,54.1875,52.6875
70.875,55.8125,62.25,69.4375,41.375,49.9375,59.5625,43.8125,46.375,59.3125
65.5625,48.0,58.8125,66.0,62.8125,63.5625,48.625,61.9375,58.875,57.3125
55.875,42.5625,27.5625,61.3125,29.4375,38.1875,48.375,29.0625,29.4375,50.3125
35.5625,28.125,33.5,46.3125,35.5,46.4375,30.875,43.5,37.125,29.125
48.1875,37.375,44.5625,54.875,32.0625,39.0,37.5,41.375,31.125,40.875
16.5,14.75,7.75,21.9375,9.375,8.9375,3.5,12.5,27.4375,15.125
15.5,11.1875,11.1875,7.6875,11.0,13.6875,1.0,3.4375,2.125,5.5
14.8125,14.3125,9.6875,16.125,7.875,8.25,,9.125,8.625,14.4375
3.6875,8.0625,7.75,3.75,8.0625,7.4375,,7.4375,11.125,2.625
4.125,8.9375,9.125,6.75,6.1875,3.6875,,3.4375,3.375,3.0625
41.75,41.875,29.75,38.8125,52.125,53.75,,55.9375,60.625,27.9375
18.625,12.625,16.4375,28.0,23.5,28.0,,13.4375,17.625,15.4375
36.9375,31.0,34.3125,39.0,47.6875,50.8125,,54.75,55.9375,27.5
30.375,30.125,31.8125,26.25,28.6875,37.75,,27.4375,47.25,23.3125
58.8125,34.75,42.6875,54.5,45.0625,55.5,,46.625,51.3125,38.9375
61.375,44.25,54.875,63.875,43.0625,48.4375,,47.5,45.4375,47.875
51.0625,41.3125,47.125,45.1875,,47.1875,,41.9375,46.375,30.5625
35.375,27.875,33.375,40.625,,45.9375,,38.0625,35.75,30.3125
53.25,42.0,40.875,49.0625,,60.0625,,48.3125,54.6875,36.625
53.9375,43.25,42.3125,50.0,,52.25,,54.5625,61.25,43.9375
14.6875,13.875,15.625,15.25,,11.875,1.875,9.4375,11.875,6.25
25.3125,26.375,23.375,29.125,38.5625,41.875,14.4375,37.1875,36.25,15.5
23.125,22.75,16.375,27.125,10.625,,12.25,21.0,26.6875,13.8125
38.4375,36.25,30.0,36.5,32.75,39.0625,24.0625,42.625,42.625,24.75
41.75,43.1875,32.625,42.125,35.6875,41.8125,25.5625,36.9375,33.3125,27.1875
67.3125,70.125,61.3125,66.875,65.0,70.6875,51.875,70.8125,72.4375,57.6875
24.8125,16.9375,17.3125,19.0625,22.8125,27.8125,10.5,5.75,28.3125,12.625
27.625,22.125,24.25,35.875,32.25,43.375,16.5625,30.625,23.625,18.5
22.875,22.3125,28.8125,29.1875,24.1875,30.125,16.0625,36.0,35.3125,27.1875
18.4375,14.125,18.3125,20.0,13.0625,12.9375,6.3125,11.25,6.5,10.4375
51.5625,44.0625,47.375,61.9375,46.25,61.0,20.0625,51.0,4.125,50.75
54.75,55.75,60.4375,65.4375,60.75,67.125,33.6875,57.9375,51.5625,56.875
33.625,35.4375,29.0625,43.1875,37.125,39.0,18.8125,31.125,32.25,29.3125
23.0625,14.875,23.6875,29.25,11.0625,15.9375,5.3125,8.5625,5.8125,19.0625
38.875,42.6875,28.0625,42.6875,50.1875,55.875,25.1875,47.0625,48.1875,20.6875
8.5,11.1875,16.8125,18.4375,20.9375,22.4375,2.9375,8.5625,20.125,12.8125
40.875,28.875,41.5625,48.25,41.125,44.5,23.0625,39.5,33.125,36.1875
51.875,41.375,54.875,63.0,43.0625,45.875,31.0625,47.75,28.4375,48.0
58.25,49.25,55.1875,60.4375,41.75,52.0,33.5625,44.0,44.8125,47.9375
60.75,51.625,60.875,63.25,62.8125,68.1875,36.125,60.5625,42.625,54.5625
71.25,50.125,64.0,70.875,64.9375,72.9375,43.875,64.0625,,47.375
70.125,53.25,69.625,71.125,59.1875,60.875,50.8125,61.0,,61.875
40.75,21.5,30.875,46.375,34.5,35.0,18.0625,34.25,,33.3125
40.5625,26.75,43.5625,49.625,32.9375,39.3125,15.5,31.4375,,37.3125
59.9375,63.0,61.8125,68.125,58.125,64.0,,64.375,,56.25
74.1875,58.4375,75.1875,78.125,67.25,77.875,,,65.9375,67.25
76.125,68.625,76.75,80.875,73.5625,82.8125,,,76.9375,65.8125
76.75,54.5,64.1875,70.375,62.875,72.8125,,,66.8125,57.625
